,Order Date,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Cost,Profit %
5934,2017-07-07,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,527.92,2,442.13300000000004,19.40298507462685
5935,2016-07-04,Rick Bensley,Home Office,Seattle,Washington,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,16.764,51.515151515151516
5936,2016-07-04,Rick Bensley,Home Office,Seattle,Washington,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48000000000002,3,157.51350000000002,12.676056338028156
5937,2016-07-04,Rick Bensley,Home Office,Seattle,Washington,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,62.97900000000001,14.285714285714265
5938,2017-05-19,Jason Fortune-,Consumer,Plano,Texas,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,95.992,1,86.39280000000001,11.111111111111109
5939,2017-05-19,Jason Fortune-,Consumer,Plano,Texas,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,13.216000000000001,4,8.920800000000002,48.14814814814813
5940,2017-10-12,Robert Waldorf,Consumer,Los Angeles,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84000000000003,12,305.0880000000001,42.85714285714283
5941,2017-10-12,Robert Waldorf,Consumer,Los Angeles,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,5.88,2,4.2924,36.986301369863014
5942,2016-08-06,Vivek Gonzalez,Consumer,Los Angeles,California,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168,4,192.6908,9.589041095890416
5943,2014-08-25,Janet Molinari,Corporate,Los Angeles,California,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,1,3.6424,72.41379310344828
5944,2014-08-25,Janet Molinari,Corporate,Los Angeles,California,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,64.668,47.058823529411754
5945,2014-08-25,Janet Molinari,Corporate,Los Angeles,California,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,25.92,4,13.4784,92.3076923076923
5946,2014-08-25,Janet Molinari,Corporate,Los Angeles,California,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,48.84,4,35.6532,36.98630136986303
5947,2015-09-14,Brad Eason,Home Office,Des Moines,Iowa,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,25.9,5,13.209,96.078431372549
5948,2017-03-05,Claudia Bergmann,Corporate,Southaven,Mississippi,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4,23.0472,85.18518518518519
5949,2017-03-05,Claudia Bergmann,Corporate,Southaven,Mississippi,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,299.96999999999997,3,173.98259999999996,72.4137931034483
5950,2017-03-05,Claudia Bergmann,Corporate,Southaven,Mississippi,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,183.568,42.857142857142854
5951,2017-03-05,Claudia Bergmann,Corporate,Southaven,Mississippi,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234.36,6,121.86720000000003,92.30769230769228
5952,2017-04-15,Shirley Daniels,Home Office,Houston,Texas,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,20.736000000000004,4,13.478400000000004,53.84615384615383
5953,2014-03-30,Susan Gilcrest,Corporate,New York City,New York,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,5,7.56,38.88888888888889
5954,2014-11-11,Tom Stivers,Corporate,Reading,Pennsylvania,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.968000000000004,2,16.178400000000003,48.14814814814814
5955,2014-11-11,Tom Stivers,Corporate,Reading,Pennsylvania,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96,4,772.5008,-32.43243243243243
5956,2016-03-12,Dean Katz,Corporate,San Francisco,California,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,669.7844999999999,1.0101010101010193
5957,2016-03-12,Dean Katz,Corporate,San Francisco,California,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,114.626,35.13513513513514
5958,2016-03-12,Dean Katz,Corporate,San Francisco,California,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4,15.5856,96.07843137254902
5959,2016-03-12,Dean Katz,Corporate,San Francisco,California,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.3520000000001,3,693.3168000000001,11.111111111111107
5960,2017-02-09,Marina Lichtenstein,Corporate,Los Angeles,California,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,14.572800000000003,44.92753623188404
5961,2014-11-11,Matt Abelman,Home Office,Los Angeles,California,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.928,9,518.3352,11.111111111111107
5962,2014-11-11,Matt Abelman,Home Office,Los Angeles,California,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,5.7572,35.13513513513514
5963,2014-11-11,Matt Abelman,Home Office,Los Angeles,California,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,123.92,4,68.156,81.8181818181818
5964,2017-08-20,Lisa Ryan,Corporate,San Francisco,California,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,3,12.054,42.85714285714285
5965,2017-08-20,Lisa Ryan,Corporate,San Francisco,California,West,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,163.1232,38.88888888888889
5966,2017-08-20,Lisa Ryan,Corporate,San Francisco,California,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,97.092,11.111111111111107
5967,2016-01-15,Bill Eplett,Home Office,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,41.8098,96.078431372549
5968,2014-07-20,Charles Crestani,Consumer,San Diego,California,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,54.522,92.3076923076923
5969,2014-07-20,Charles Crestani,Consumer,San Diego,California,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,5.548800000000001,56.862745098039206
5970,2014-07-20,Charles Crestani,Consumer,San Diego,California,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,10.1592,96.07843137254903
5971,2014-07-20,Charles Crestani,Consumer,San Diego,California,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.019999999999996,3,27.532799999999995,56.250000000000014
5972,2017-02-06,Bryan Davis,Consumer,New York City,New York,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.78400000000002,1,210.68600000000004,14.285714285714274
5973,2015-12-25,Jim Kriz,Home Office,New York City,New York,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,2,290.47200000000004,42.85714285714283
5974,2016-10-08,Doug Bickford,Consumer,Charlotte,North Carolina,South,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72,5,455.571,-14.8936170212766
5975,2017-07-13,Rick Reed,Corporate,Overland Park,Kansas,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,266.6812,35.13513513513514
5976,2017-07-13,Rick Reed,Corporate,Overland Park,Kansas,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56,2,7.322400000000001,85.18518518518516
5977,2017-04-24,Susan Vittorini,Consumer,Mesa,Arizona,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,552.0,10,517.5,6.666666666666667
5978,2014-09-07,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,429.90000000000003,5,318.126,35.13513513513515
5979,2014-09-07,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,2,16.671200000000002,92.30769230769229
5980,2014-09-07,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,2,116.6112,38.8888888888889
5981,2014-09-07,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,14.100600000000002,40.84507042253519
5982,2016-11-21,Mike Vittorini,Consumer,New York City,New York,East,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,6.6096,96.07843137254902
5983,2017-09-16,Evan Henry,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.544000000000004,6,14.124000000000008,45.4545454545454
5984,2016-07-19,Joy Smith,Consumer,Hattiesburg,Mississippi,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.57999999999998,6,109.49219999999998,69.49152542372883
5985,2016-07-19,Joy Smith,Consumer,Hattiesburg,Mississippi,South,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,41.882400000000004,85.18518518518518
5986,2016-07-19,Joy Smith,Consumer,Hattiesburg,Mississippi,South,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,87.0408,1.0101010101010068
5987,2016-07-19,Joy Smith,Consumer,Hattiesburg,Mississippi,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,245.94,6,125.42939999999999,96.07843137254903
5988,2016-07-19,Joy Smith,Consumer,Hattiesburg,Mississippi,South,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6,1,4.558,88.67924528301887
5989,2016-07-19,Joy Smith,Consumer,Hattiesburg,Mississippi,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.90000000000003,5,378.675,33.333333333333336
5990,2017-09-15,Erica Smith,Consumer,Los Angeles,California,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.4880000000003,7,1473.4300000000003,59.999999999999986
5991,2017-09-15,Erica Smith,Consumer,Los Angeles,California,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544,7,337.20889999999997,9.589041095890419
5992,2017-09-15,Erica Smith,Consumer,Los Angeles,California,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,205.53660000000002,-10.112359550561804
5993,2016-12-11,Noel Staavos,Corporate,Columbus,Ohio,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,5,69.02,-5.882352941176469
5994,2016-12-11,Noel Staavos,Corporate,Columbus,Ohio,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,2,11.830000000000002,14.28571428571427
5995,2016-12-11,Noel Staavos,Corporate,Columbus,Ohio,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.42999999999995,5,595.959,-23.076923076923084
5996,2016-12-11,Noel Staavos,Corporate,Columbus,Ohio,East,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,4,362.94,6.6666666666666705
5997,2016-12-11,Noel Staavos,Corporate,Columbus,Ohio,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59000000000003,3,476.45550000000003,-31.034482758620683
5998,2014-12-10,Sally Hughsby,Corporate,Caldwell,Idaho,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352,3,334.12260000000003,1.2658227848101173
5999,2014-12-10,Sally Hughsby,Corporate,Caldwell,Idaho,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,25.92,4,13.4784,92.3076923076923
6000,2014-12-10,Sally Hughsby,Corporate,Caldwell,Idaho,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,49.3344,85.18518518518518
6001,2014-12-13,Randy Ferguson,Corporate,Phoenix,Arizona,West,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96000000000001,3,80.26350000000001,9.589041095890414
6002,2014-12-13,Randy Ferguson,Corporate,Phoenix,Arizona,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,9.3852,-44.444444444444436
6003,2017-09-21,Dan Lawera,Consumer,Miami,Florida,South,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294,1,20.8998,-41.17647058823529
6004,2017-09-07,Allen Goldenen,Consumer,Los Angeles,California,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,11.4608,72.41379310344827
6005,2015-11-02,Scot Wooten,Consumer,Troy,New York,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,101.2268,8.433734939759033
6006,2017-12-11,Katherine Nockton,Corporate,New Bedford,Massachusetts,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85000000000002,3,124.98450000000003,3.0927835051546366
6007,2017-04-01,George Bell,Corporate,Florence,South Carolina,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.94999999999999,3,106.1985,20.48192771084336
6008,2015-12-30,Clay Ludtke,Consumer,Los Angeles,California,West,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,68.52,3,37.0008,85.18518518518519
6009,2015-12-30,Clay Ludtke,Consumer,Los Angeles,California,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,60.70140000000001,23.456790123456777
6010,2015-12-30,Clay Ludtke,Consumer,Los Angeles,California,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.5600000000004,6,2261.8470000000007,12.676056338028149
6011,2015-12-30,Clay Ludtke,Consumer,Los Angeles,California,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,149.292,81.81818181818181
6012,2015-12-30,Clay Ludtke,Consumer,Los Angeles,California,West,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,251.89499999999998,14.285714285714288
6013,2016-03-10,Karen Ferguson,Home Office,Los Angeles,California,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,7.748000000000001,92.30769230769228
6014,2016-03-10,Karen Ferguson,Home Office,Los Angeles,California,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,8,3795.0072,9.589041095890417
6015,2014-04-06,Andy Yotov,Corporate,Los Angeles,California,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,76.3268,20.481927710843355
6016,2014-04-06,Andy Yotov,Corporate,Los Angeles,California,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,20.197099999999995,63.93442622950823
6017,2014-04-06,Andy Yotov,Corporate,Los Angeles,California,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44,3,10.1088,92.3076923076923
6018,2014-04-06,Andy Yotov,Corporate,Los Angeles,California,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,28.8496,92.3076923076923
6019,2014-10-05,Brian Derr,Consumer,Columbus,Ohio,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,80.43,14.285714285714274
6020,2016-08-13,Hunter Glantz,Consumer,Kenner,Louisiana,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,17.34,2,12.658199999999999,36.98630136986302
6021,2016-08-13,Hunter Glantz,Consumer,Kenner,Louisiana,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,56.864200000000004,26.582278481012654
6022,2014-11-17,Cassandra Brandow,Consumer,Cedar Hill,Texas,Central,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.080000000000001,3,4.602000000000002,53.8461538461538
6023,2017-04-24,Linda Southworth,Corporate,Providence,Rhode Island,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,65.0814,7.526881720430111
6024,2017-08-24,Darrin Martin,Consumer,Lancaster,Ohio,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.272,8,581.6448,11.111111111111107
6025,2017-08-24,Darrin Martin,Consumer,Lancaster,Ohio,East,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,10.368000000000002,2,6.609600000000002,56.86274509803919
6026,2017-02-23,Ann Chong,Corporate,Seattle,Washington,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,8.4,5,8.064,4.1666666666666625
6027,2017-02-23,Ann Chong,Corporate,Seattle,Washington,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,46.774,53.84615384615383
6028,2016-11-19,Liz Thompson,Consumer,Jacksonville,North Carolina,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48,2,12.474,48.14814814814814
6029,2016-11-14,Tim Brockman,Consumer,Los Angeles,California,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,6.9864000000000015,40.84507042253519
6030,2017-07-06,Angele Hood,Consumer,Miami,Florida,South,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24,1,215.316,11.111111111111114
6031,2016-12-25,Saphhira Shifley,Corporate,Nashua,New Hampshire,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,14.572800000000003,44.92753623188404
6032,2017-04-23,Tamara Dahlen,Consumer,New York City,New York,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.900000000000006,5,39.528000000000006,38.88888888888889
6033,2015-12-14,Paul Prost,Home Office,Los Angeles,California,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,10.0584,51.5151515151515
6034,2015-04-19,Patrick Gardner,Consumer,Carrollton,Texas,Central,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.567999999999998,2,72.4016,-72.97297297297297
6035,2015-04-19,Patrick Gardner,Consumer,Carrollton,Texas,Central,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.39199999999994,4,822.5388000000002,-62.264150943396245
6036,2016-09-04,Anna Andreadi,Consumer,Georgetown,Kentucky,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.599999999999994,3,25.985999999999994,63.93442622950821
6037,2016-09-04,Anna Andreadi,Consumer,Georgetown,Kentucky,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,59.2488,92.30769230769229
6038,2016-09-04,Anna Andreadi,Consumer,Georgetown,Kentucky,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,124.72319999999999,4.166666666666663
6039,2016-09-04,Anna Andreadi,Consumer,Georgetown,Kentucky,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,2.7456000000000005,92.30769230769228
6040,2017-09-24,Frank Atkinson,Corporate,Los Angeles,California,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,784.02,9.589041095890419
6041,2017-09-24,Frank Atkinson,Corporate,Los Angeles,California,West,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28,3,329.082,53.84615384615385
6042,2016-02-04,Tracy Blumstein,Consumer,Sierra Vista,Arizona,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368000000000002,2,10.416800000000002,37.93103448275861
6043,2017-05-19,Adam Hart,Corporate,Knoxville,Tennessee,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,349.71659999999997,-10.112359550561802
6044,2017-05-19,Adam Hart,Corporate,Knoxville,Tennessee,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,27.888,7,17.7786,56.86274509803921
6045,2015-09-03,Cathy Prescott,Corporate,Tucson,Arizona,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.15200000000004,3,148.84500000000006,59.999999999999964
6046,2016-06-09,Benjamin Farhat,Home Office,Minneapolis,Minnesota,Central,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.9399999999999,3,519.7049999999999,33.33333333333334
6047,2015-11-07,Christine Phan,Corporate,Miami,Florida,South,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146000000000004,9,29.062800000000006,-44.44444444444444
6048,2015-11-07,Christine Phan,Corporate,Miami,Florida,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.4850000000001,5,2377.0235000000002,-43.39622641509434
6049,2016-06-15,Lynn Smith,Consumer,Houston,Texas,Central,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,173.48800000000003,7,119.27300000000005,45.45454545454542
6050,2015-04-25,Trudy Schmidt,Consumer,Milwaukee,Wisconsin,Central,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,41.58,38.88888888888889
6051,2015-04-25,Trudy Schmidt,Consumer,Milwaukee,Wisconsin,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,272.4,5,196.12799999999996,38.88888888888891
6052,2016-09-23,Joni Sundaresam,Home Office,Lancaster,Ohio,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,11.952000000000002,3,7.9182000000000015,50.94339622641508
6053,2016-09-23,Joni Sundaresam,Home Office,Lancaster,Ohio,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0,4,20.299999999999997,37.93103448275864
6054,2016-09-23,Joni Sundaresam,Home Office,Lancaster,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,12.201,7,21.961799999999997,-44.444444444444436
6055,2016-08-18,Natalie Fritzler,Consumer,Edinburg,Texas,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,2.0679999999999996,1,5.4802,-62.26415094339623
6056,2016-08-18,Natalie Fritzler,Consumer,Edinburg,Texas,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,83.84,8,53.44800000000001,56.862745098039206
6057,2014-03-02,Kristina Nunn,Home Office,New York City,New York,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,6.0208,88.67924528301884
6058,2014-03-02,Kristina Nunn,Home Office,New York City,New York,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,5,18.927999999999997,92.30769230769232
6059,2014-12-30,Guy Armstrong,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968000000000004,2,20.976000000000003,33.33333333333333
6060,2015-04-10,Eugene Hildebrand,Home Office,Rochester,New York,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04,4,103.68919999999999,36.98630136986302
6061,2015-04-10,Eugene Hildebrand,Home Office,Rochester,New York,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.669999999999998,3,8.655299999999997,69.49152542372885
6062,2015-12-25,Ralph Arnett,Consumer,San Diego,California,West,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,5,974.9675000000001,23.07692307692307
6063,2015-12-25,Ralph Arnett,Consumer,San Diego,California,West,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.600000000000001,3,6.426000000000002,96.07843137254898
6064,2015-12-25,Ralph Arnett,Consumer,San Diego,California,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,9.867,81.81818181818181
6065,2015-04-05,Ted Trevino,Consumer,Philadelphia,Pennsylvania,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,23.904000000000003,6,16.135200000000005,48.14814814814813
6066,2015-01-17,Amy Hunt,Consumer,Bartlett,Tennessee,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96000000000001,8,78.95200000000003,12.676056338028149
6067,2017-05-20,Chuck Clark,Home Office,Lakewood,California,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.272,8,615.4480000000001,-15.789473684210536
6068,2017-05-20,Chuck Clark,Home Office,Lakewood,California,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98,1,3.6296000000000004,92.3076923076923
6069,2017-05-20,Chuck Clark,Home Office,Lakewood,California,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.20000000000005,1,304.5900000000001,12.676056338028152
6070,2017-08-13,Keith Dawkins,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,17.544,3,11.622900000000001,50.943396226415075
6071,2015-12-31,Barry Gonzalez,Consumer,Austin,Texas,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.68800000000002,2,179.40840000000003,-14.893617021276603
6072,2015-12-31,Barry Gonzalez,Consumer,Austin,Texas,Central,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,3.4880000000000004,2,2.9212000000000007,19.402985074626862
6073,2015-12-31,Barry Gonzalez,Consumer,Austin,Texas,Central,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,5.888000000000001,2,7.212800000000001,-18.367346938775512
